time	type	info
63627194088809.367	experiment	fixations correct: 3/3 (100%)
63627194090790.828	scanner	TR: 077/210
63627194092038.820	buttonbox	pressed: responselrud
63627194092791.055	scanner	TR: 078/210
63627194092943.031	experiment	feedback (y, 4/6)
63627194094791.086	scanner	TR: 079/210
63627194095504.977	info	autosave (1187ms)
63627194096791.242	scanner	TR: 080/210
63627194098792.242	scanner	TR: 081/210
63627194100791.508	scanner	TR: 082/210
63627194102791.094	scanner	TR: 083/210
63627194102797.414	experiment	block 7 start
63627194104793.336	scanner	TR: 084/210
63627194106793.367	scanner	TR: 085/210
63627194108790.797	scanner	TR: 086/210
63627194109619.969	buttonbox	pressed: responseud
63627194110791.367	scanner	TR: 087/210
63627194111620.297	buttonbox	pressed: responseud
63627194112791.625	scanner	TR: 088/210
63627194113367.977	buttonbox	pressed: responseud
63627194114791.883	scanner	TR: 089/210
63627194114802.734	buttonbox	pressed: responseud
63627194115487.914	experiment	fixations correct: 4/4 (100%)
63627194116793.164	scanner	TR: 090/210
63627194118123.586	buttonbox	pressed: responselrud
63627194118792.156	scanner	TR: 091/210
63627194118936.367	experiment	feedback (y, 5/7)
63627194120791.367	scanner	TR: 092/210
63627194121541.992	info	autosave (8522ms)
63627194130066.969	scanner	TR: 096/210
63627194130071.273	experiment	block 8 start
63627194130790.750	scanner	TR: 097/210
63627194132790.945	scanner	TR: 098/210
63627194134486.164	buttonbox	pressed: responseud
63627194134792.219	scanner	TR: 099/210
63627194136791.258	scanner	TR: 100/210
63627194137091.977	buttonbox	pressed: responseud
63627194138790.469	scanner	TR: 101/210
63627194139912.281	buttonbox	pressed: responseud
63627194140790.766	scanner	TR: 102/210
63627194141193.094	buttonbox	pressed: responseud
63627194141871.086	experiment	fixations correct: 4/4 (100%)
63627194142793.398	scanner	TR: 103/210
63627194143936.133	buttonbox	pressed: responselrud
63627194144792.602	scanner	TR: 104/210
63627194144946.500	experiment	feedback (n, 5/8)
63627194146793.602	scanner	TR: 105/210
63627194147526.227	info	autosave (1007ms)
63627194148793.000	scanner	TR: 106/210
63627194150793.711	scanner	TR: 107/210
63627194152793.445	scanner	TR: 108/210
63627194154792.078	scanner	TR: 109/210
63627194154794.977	experiment	block 9 start
63627194156790.375	scanner	TR: 110/210
63627194158791.867	scanner	TR: 111/210
63627194160790.984	scanner	TR: 112/210
63627194161067.055	buttonbox	pressed: responseud
63627194162791.898	scanner	TR: 113/210
63627194164022.750	buttonbox	pressed: responseud
63627194164790.945	scanner	TR: 114/210
63627194166793.617	scanner	TR: 115/210
63627194167078.617	buttonbox	pressed: responseud
63627194167844.672	experiment	fixations correct: 3/3 (100%)
63627194168790.492	scanner	TR: 116/210
63627194170082.336	buttonbox	pressed: responselrud
63627194170790.383	scanner	TR: 117/210
63627194170941.406	experiment	feedback (y, 6/9)
63627194172792.961	scanner	TR: 118/210
63627194173554.859	info	autosave (1260ms)
63627194174817.836	scanner	TR: 119/210
63627194176791.742	scanner	TR: 120/210
63627194178790.477	scanner	TR: 121/210
63627194180792.211	scanner	TR: 122/210
63627194180795.109	experiment	block 10 start
63627194182791.469	scanner	TR: 123/210
63627194184791.781	scanner	TR: 124/210
63627194186792.141	scanner	TR: 125/210
63627194188369.289	buttonbox	pressed: responseud
63627194188791.523	scanner	TR: 126/210
63627194190792.070	scanner	TR: 127/210
63627194191256.422	buttonbox	pressed: responseud
63627194192792.719	scanner	TR: 128/210
63627194193157.828	buttonbox	pressed: responseud
63627194193840.570	experiment	fixations correct: 3/3 (100%)
63627194194790.922	scanner	TR: 129/210
63627194196049.727	buttonbox	pressed: responselrud
63627194196790.523	scanner	TR: 130/210
63627194196944.625	experiment	feedback (y, 7/10)
63627194198790.477	scanner	TR: 131/210
63627194199529.812	info	autosave (785ms)
63627194200790.375	scanner	TR: 132/210
63627194202793.008	scanner	TR: 133/210
63627194204792.609	scanner	TR: 134/210
63627194206791.578	scanner	TR: 135/210
63627194206794.461	experiment	block 11 start
63627194208790.445	scanner	TR: 136/210
63627194210793.328	scanner	TR: 137/210
63627194212791.781	scanner	TR: 138/210
63627194214048.641	buttonbox	pressed: responseud
63627194214792.000	scanner	TR: 139/210
63627194216598.266	buttonbox	pressed: responseud
63627194216790.336	scanner	TR: 140/210
63627194218790.656	scanner	TR: 141/210
63627194219765.008	buttonbox	pressed: responseud
63627194220516.312	experiment	fixations correct: 3/3 (100%)
