42, 63626906281937.547;
43, 63626906283936.273;
44, 63626906285936.500;
45, 63626906287939.203;
46, 63626906289939.031;
47, 63626906291937.367;
48, 63626906293936.656;
49, 63626906295937.508;
50, 63626906297936.984;
51, 63626906299937.406;
52, 63626906301937.344;
53, 63626906303938.508;
54, 63626906305936.523;
55, 63626906307938.570;
56, 63626906309937.609;
57, 63626906311936.938;
58, 63626906313936.547;
59, 63626906315936.391;
60, 63626906317936.406;
61, 63626906319937.523;
62, 63626906321935.586;
63, 63626906323937.023;
64, 63626906325937.469;
65, 63626906327937.281;
66, 63626906329937.359;
67, 63626906331935.719;
68, 63626906333936.047;
69, 63626906335936.391;
70, 63626906337937.992;
71, 63626906339937.617;
72, 63626906341936.984;
73, 63626906343936.422;
74, 63626906345937.695;
75, 63626906347937.055;
76, 63626906349937.781;
77, 63626906351938.117;
78, 63626906353937.195;
79, 63626906355936.484;
80, 63626906357936.109;
81, 63626906359936.992;
82, 63626906361937.391;
83, 63626906363939.047;
84, 63626906365935.836;
85, 63626906367938.008;
86, 63626906369935.930;
87, 63626906371936.508;
88, 63626906373936.359;
89, 63626906376017.539;
90, 63626906377936.125;
91, 63626906379937.719;
92, 63626906381937.086;
93, 63626906383936.000;
94, 63626906385938.555;
95, 63626906387935.586;
96, 63626906389937.445;
97, 63626906391936.852;
98, 63626906393937.617;
99, 63626906395937.273;
100, 63626906397936.492;
101, 63626906399935.852;
102, 63626906401937.867;
103, 63626906403939.289;
104, 63626906405937.109;
105, 63626906407935.953;
106, 63626906409938.484;
107, 63626906411935.688;
108, 63626906413938.648;
109, 63626906415938.000;
110, 63626906417936.625;
111, 63626906419937.172;
112, 63626906421937.500;
113, 63626906423935.711;
114, 63626906425935.125;
115, 63626906427935.422;
116, 63626906429936.938;
117, 63626906431937.156;
